Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A
14396.9,3157,2123.16,4223.43
11268.8,3988.04,2592.9,2221.78
11273.4,-53.3566,1853.92,3309.38
13960.8,99.8159,1865.06,3079.72
11267.8,3729.43,3177.17,3781.57
9145.09,517.594,1631.76,2089.21
17963.2,2455.49,2679.52,7952.36
12661,495.08,1810.96,3119.91
14976.7,1091.54,1861.26,2685.12
14649.9,-104.501,1699.9,3999.23
14479.3,3075.28,2355.96,2945.28
33186.4,2950.28,2693.1,6139.81
15474.8,4992.82,1812.2,2577.21
13530.1,1086.68,2006.87,2793.16
16347.2,1457.68,2201.57,3880.93
26972.7,8087.53,3656.44,5485.4
7578.86,2138.11,1827.57,700.968
12867.3,2813.81,3195.57,4304.59
12198.9,1980.51,2721.3,3687.28
17717,1075.84,3365.06,4487.01
19396.4,2873.4,2039.14,4085.28
15195.5,3538.73,3268.81,3672.46
13223.2,2999.24,2836.01,4371.5
46770.5,3015.5,2856.39,6947.39
27868.7,3243.75,2379.82,5749.71
14555.9,2325.18,2200.42,3844.84
13008.4,1782.87,2683.48,4201.09
15097.3,5217.84,2106.54,2761.13
18290.2,3532.74,3713.71,4259.02
10703.9,2531.09,2597.07,5760.95
19644,3866.76,2541.16,5352.58
17348.7,5074.76,3612.91,7184.44
11257.9,3837.46,1384.47,1990.98
13195,1150.32,1433.25,5109.67
12648.1,669.217,2023.59,3150.32
19137.4,1008.04,3369.32,6757.26
14405.3,3617.64,2065.69,3385.75
15556,3612.68,1860.91,1928.84
14769.4,1041.79,2021.61,3576.04
11714.4,2830.66,13338.8,2894.26
12313.9,2189.14,3038.6,4263.73
11218.5,2159.9,2234.06,3873.12
12667.1,221.744,2108.25,2616.6
14742.3,4512.66,2021.38,3737.32
25434.1,11257.7,2028.09,4295.77
14618.1,66.1843,2744.63,6308.18
13150.4,1421.21,1607.77,3946.84
17118.2,1682.36,2033.23,4005.85
10239.3,2007.94,1577.66,1527.81
17127.5,2580.33,2729.74,4399.75
13297.6,3025.78,2097.45,3775.58
9763.44,3500.35,2138.85,3828.39
15940.8,3715.33,3151.8,4698.96
11269.5,1665.77,1415.9,5174.58
20115.4,6561.25,2651.5,2671.92
15861.9,3016.82,1924.57,3250.64
